Employee ID,Salary,FirstName,LastName,DateOfJoining,DateOfTermination,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3382,47606.23,Rhett,Valenzuela,14-Jan-19,,Production Technician II,Aaron Holland,rhett.valenzuela@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,24-02-1991,MA,Foreman,Female,44501,Asian,Divorced,Fully Meets,3
3383,92044.66,Turner,Bradley,03-Nov-22,02-Apr-23,Production Technician I,Jeffrey Peters,turner.bradley@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Involuntary,Explain put must.,Production       ,Field Operations,06-04-1976,MA,Technician,Male,4497,Hispanic,Married,Fully Meets,3
3384,48233.29,Scarlett,Brooks,25-Apr-22,,Production Technician I,Christine Campbell,scarlett.brooks@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Fielders,18-06-1964,MA,Technician,Female,70052,Other,Widowed,Needs Improvement,2
3385,106499.32,Julia,Vargas,22-Aug-20,26-Aug-20,Production Technician I,Jim Mccormick,julia.vargas@bilearner.com,CCDR,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,Fact order police ability another pretty add.,Production       ,Engineers,08-02-1969,MA,Engineer,Male,14249,Asian,Widowed,Fully Meets,2
3386,40399.54,Marlee,Stevens,07-Jun-21,25-Jan-23,Sr. Accountant,Wendy Jackson,marlee.stevens@bilearner.com,PYZ,Future Start,Part-Time,Zone A,Temporary,Involuntary,Soon agency begin song.,IT/IS,Aerial,26-02-2001,MA,Lineman,Male,21007,Black,Single,Exceeds,3
3387,47112.69,Jaydan,Hoffman,13-Nov-20,,Production Manager,Debbie Smith,jaydan.hoffman@bilearner.com,EW,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Yard (Material Handling),16-06-1944,MA,Manager,Female,76366,Black,Single,Fully Meets,1
3388,85486.54,Armani,Rogers,04-Jan-21,28-Apr-22,IT Support,Kelly Waters,armani.rogers@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Resignation,Real build something family save.,IT/IS,General - Con,06-08-1963,CT,Technician,Male,58818,White,Single,Fully Meets,2
3389,75766.32,Haleigh,Carter,04-Mar-22,18-Jan-23,Sr. Network Engineer,Amy Griffin,haleigh.carter@bilearner.com,NEL,Active,Part-Time,Zone B,Full-Time,Retirement,Guess fight various decade second pattern.,IT/IS,General - Con,21-03-1995,MA,Coordinator,Male,54734,Hispanic,Married,Fully Meets,3
3390,57622.86,Lamar,Kirk,21-May-19,05-Jan-20,Production Technician I,Peter Norton,lamar.kirk@bilearner.com,PL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Retirement,Since step style stage sound it.,Production       ,Shop (Fleet),29-11-1978,MA,Welder,Male,85827,Asian,Widowed,Fully Meets,4
3391,49375.32,Taisha,Goble,25-Apr-21,12-Feb-23,Database Administrator,Joseph Jensen,taisha.goble@bilearner.com,MSC,Terminated for Cause,Contract,Zone A,Temporary,Resignation,Model candidate worker writer.,IT/IS,Wireline Construction,07-09-1961,MA,Groundman,Female,2127,Asian,Divorced,Fully Meets,3
3392,37354.69,Maya,Mccoy,07-Jun-19,06-Nov-22,Production Technician II,Shawn Johnson,maya.mccoy@bilearner.com,PYZ,Leave of Absence,Full-Time,Zone A,Part-Time,Retirement,Year ever end drive.,Production       ,General - Con,25-07-1943,MA,Lineman,Female,77353,Hispanic,Married,Fully Meets,4
3393,37280.25,Courtney,Beatrice,15-May-21,,Production Technician I,Patrick Liu,courtney.beatrice@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Billable Consultants,18-12-1958,MA,Engineer,Female,1915,Black,Married,Fully Meets,3
3394,37125.27,Cruz,Ashley,24-Feb-20,13-May-23,Production Technician I,Evan Schultz,cruz.ashley@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Resignation,Tough very bad spend feeling college require.,Production       ,Splicing,06-09-1989,MA,Foreman,Female,52336,Asian,Widowed,Exceeds,4
3395,38972.93,Aliana,Nolan,13-Sep-18,17-Sep-21,Area Sales Manager,Brianna Mathews,aliana.nolan@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,Involuntary,Yourself book budget product.,Sales,Field Operations,09-08-1942,CO,Coordinator,Male,27270,Hispanic,Divorced,Needs Improvement,3
3396,38994.99,Alexandra,Kirill,08-Sep-19,29-Aug-20,Production Technician I,Mark Hernandez,alexandra.kirill@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Retirement,Gun fly subject those. Must member financial.,Production       ,Splicing,31-05-1952,MA,Splicer,Female,2127,White,Widowed,Fully Meets,3
3397,40259.88,Hector,Dalton,24-Aug-21,,Area Sales Manager,Sydney French,hector.dalton@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,Field Operations,01-05-1996,TX,Driller,Female,16325,White,Divorced,Exceeds,2
3398,100925.84,Corinne,Hopkins,10-Jul-22,11-Sep-22,Production Technician I,Casey Garner,corinne.hopkins@bilearner.com,SVG,Active,Part-Time,Zone C,Temporary,Voluntary,Defense pressure according more mind bed number.,Production       ,General - Eng,26-01-1949,MA,Drafter,Female,74746,Asian,Single,Fully Meets,4
3399,60041.83,Violeta,Ferreira,19-Apr-23,,Production Technician I,Melinda Davidson,violeta.ferreira@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Eng,11-01-1971,MA,Coordinator,Female,2176,Asian,Single,Fully Meets,1
3400,72585.92,Sabrina,Durham,26-Apr-23,03-Jun-23,IT Support,Jessica Hernandez,sabrina.durham@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Resignation,Part officer father last trouble field.,IT/IS,Field Operations,11-04-2001,MA,Laborer,Male,21759,Asian,Divorced,Fully Meets,3
3401,40907.02,Laci,Frederick,13-Jan-19,,Production Technician I,James Flynn,laci.frederick@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,15-04-1974,MA,Technician,Female,7259,Black,Widowed,Fully Meets,2
3402,81576.23,Debbie,Mangal,03-Jan-21,08-Mar-23,Production Technician I,Kristin Baird,debbie.mangal@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Involuntary,Mr chair subject then technology.,Production       ,Splicing,12-12-1972,MA,Runner,Female,2451,White,Single,Needs Improvement,3
3403,99854.19,Natalee,Lane,03-Apr-19,,Data Analyst,Melissa Hodges,natalee.lane@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Yard (Material Handling),19-07-1951,MA,Associate,Female,17611,Asian,Divorced,Fully Meets,1
3404,60192.35,Kamryn,Mckinney,03-Sep-19,18-Mar-22,Production Technician I,Emily King,kamryn.mckinney@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Hand ready detail same seek know toward.,Production       ,Aerial,21-08-1976,MA,Foreman,Male,26477,White,Widowed,Needs Improvement,4
3405,78328.11,Natalia,Hamilton,05-Dec-20,,Production Technician I,Donna Collins,natalia.hamilton@bilearner.com,NEL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Catv,18-11-1984,MA,Laborer,Male,43757,Asian,Widowed,Exceeds,3
3406,41612.07,Stacy,Bonilla,07-Apr-22,,Production Technician I,Brittany Sanchez,stacy.bonilla@bilearner.com,SVG,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Splicing,11-12-1992,MA,Construction Manager,Male,26161,White,Married,Fully Meets,3
3407,55068.45,Caitlin,Robertson,16-Aug-18,,Production Technician I,Tabitha Martin,caitlin.robertson@bilearner.com,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Project Management - Con,18-06-1957,MA,Manager,Female,75748,Asian,Married,Fully Meets,3
3408,106865.33,Irene,Kim,08-Mar-22,26-Apr-22,IT Support,Peter Williams,irene.kim@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Involuntary,Money read truth determine remain Mrs.,IT/IS,Aerial,02-09-1962,CT,Groundman,Female,13557,Asian,Married,Fully Meets,5
3409,53137.6,Josephine,Bugali,18-Nov-22,,Production Technician I,Bobby Boyd,josephine.bugali@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Aerial,16-07-1984,MA,Technician,Female,2043,Asian,Widowed,Fully Meets,4
3410,75880.8,Kaitlin,Cooke,06-Feb-20,,Data Analyst ,Robert Wilson,kaitlin.cooke@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,Engineers,30-10-1996,MA,Program Manager,Female,91289,White,Single,Fully Meets,4
3411,106760.88,Natalie,Christensen,12-Jan-22,,Production Technician I,Timothy Blackwell,natalie.christensen@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,General - Sga,19-04-1944,MA,Administrator,Male,77219,Black,Single,Fully Meets,3
3412,37982.89,Sonny,Horne,07-Apr-19,,Area Sales Manager,Nancy Johnson,sonny.horne@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,Aerial,03-12-1969,KY,Laborer,Female,16058,Asian,Widowed,Needs Improvement,2
3413,36801.65,Susan,Exantus,29-Aug-19,,Software Engineer,Angela Carlson,susan.exantus@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Unk,,Software Engineering,Engineers,21-09-1957,MA,Engineer,Female,1749,Black,Married,Fully Meets,3
3414,45234.11,Gabriel,Adams,11-Aug-19,10-Jul-21,Production Technician I,Amanda Patterson,gabriel.adams@bilearner.com,EW,Leave of Absence,Contract,Zone A,Temporary,Involuntary,Wonder worry life stand.,Production       ,Field Operations,19-07-1942,MA,Laborer,Female,82586,Asian,Single,Fully Meets,3
3415,108942.54,Charles,Howard,11-Jun-23,28-Jul-23,Area Sales Manager,Janet Andrews,charles.howard@bilearner.com,SVG,Active,Part-Time,Zone C,Temporary,Retirement,Simple them do consider grow.,Sales,Wireline Construction,22-07-1984,AL,Supervisor,Male,12964,Other,Single,Fully Meets,2
3416,84051.62,Brooks,Leach,03-Jun-23,14-Jul-23,Production Technician II,Edward Navarro,brooks.leach@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone C,Full-Time,Involuntary,Program deal run.,Production       ,Project Management - Con,07-02-1949,MA,Supervisor,Female,87242,Black,Widowed,Fully Meets,1
3417,61397.3,Cullen,Ruiz,26-Aug-20,30-Dec-20,Production Technician I,Charles Dean,cullen.ruiz@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Retirement,Structure play my piece partner them.,Production       ,General - Con,27-02-1966,MA,Laborer,Male,16165,White,Single,Exceeds,2
3418,39623.21,Lilly,Huynh,08-Dec-21,20-Jun-22,Production Technician I,Adam Murphy,lilly.huynh@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Resignation,Exist how dog information accept around PM.,Production       ,Field Operations,16-07-1957,MA,Laborer,Male,88158,Hispanic,Married,Fully Meets,2
3419,54773.32,Josue,Gentry,09-Jan-20,02-Nov-20,Production Technician II,Jill Hubbard,josue.gentry@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,Involuntary,Often his world its threat last.,Production       ,Engineers,25-01-1965,MA,Engineer,Female,40697,Other,Widowed,Exceeds,2
3420,40920.44,Barry,Wilber,24-Jan-19,,Production Technician I,Danielle Jones,barry.wilber@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,18-04-1969,MA,Flagger,Male,2324,White,Married,Fully Meets,3
3421,98571.09,Darius,Koch,15-Feb-19,,Production Technician I,Veronica Alexander MD,darius.koch@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,23-10-1998,MA,Director,Female,28097,Hispanic,Married,Fully Meets,3
3422,83992.36,Guillermo,Rose,04-Nov-19,28-Jul-21,Production Technician I,Cindy Lopez,guillermo.rose@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Resignation,Health section option interview.,Production       ,Engineers,23-08-1971,MA,Technician,Female,11962,Other,Married,Needs Improvement,3
3423,59367.55,Brice,Medina,22-Dec-18,21-Jul-22,Production Technician I,Emma Wilson,brice.medina@bilearner.com,SVG,Active,Part-Time,Zone B,Full-Time,Retirement,Organization walk against question.,Production       ,Field Operations,08-05-1979,MA,Lineman,Female,2719,Black,Widowed,Exceeds,4
3424,55986.11,Corinne,Campos,03-Jul-23,,Production Technician I,Duane Kelly,corinne.campos@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Project Management - Con,08-02-1948,MA,Coordinator,Female,51274,Black,Married,Fully Meets,4
3425,91622.69,Kaeden,Branch,07-Feb-19,25-Mar-19,Area Sales Manager,Spencer Larson,kaeden.branch@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Involuntary,Member success us future a song every.,Sales,Field Operations,23-09-1957,TN,Laborer,Male,86185,Hispanic,Married,Fully Meets,5
3426,75039.9,Jocelyn,Valentine,24-May-19,,Production Technician II,Stephanie Bridges,jocelyn.valentine@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Wireless,30-08-1941,MA,Operator,Female,21322,White,Divorced,Fully Meets,3
3427,41254.14,Jasmine,Onque,29-Jun-19,,Area Sales Manager,Jason Kim,jasmine.onque@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Unk,,Sales,General - Con,29-08-1969,FL,Laborer,Female,33174,Other,Married,Fully Meets,3
3428,109541.61,Walker,Baird,17-Dec-22,,Production Technician I,Kelly Reyes,walker.baird@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,04-10-1960,MA,Technician,Female,20484,Other,Single,Fully Meets,3
3429,83799.94,Cora,Perez,05-Apr-19,07-May-21,Sales Manager,Carol Morales,cora.perez@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Voluntary,Fight beautiful describe personal.,Admin Offices,General - Sga,17-06-1987,MA,Engineer,Male,74220,Black,Divorced,Fully Meets,3
3430,50164.08,Carlee,Foley,27-Apr-22,,Production Technician I,Sheryl Scott,carlee.foley@bilearner.com,BPC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,08-10-1977,MA,Laborer,Female,62616,Other,Married,Fully Meets,3
3431,35917.78,Estrella,Benitez,15-May-20,,Production Technician I,Crystal Taylor,estrella.benitez@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Finance & Accounting,01-02-1957,MA,Administration,Female,35973,Hispanic,Single,Fully Meets,3
3432,114079.95,Kaiden,Leblanc,26-Sep-18,,Production Technician I,Timothy Hill,kaiden.leblanc@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Wireline Construction,30-12-2000,MA,Project Manager,Female,33720,Other,Married,Needs Improvement,3
3433,48267.1,Johnathan,Mayo,30-Jul-21,03-Dec-22,Production Technician I,Jerry Williams,johnathan.mayo@bilearner.com,TNS,Leave of Absence,Full-Time,Zone A,Part-Time,Voluntary,Style up reality per.,Production       ,Field Operations,24-01-2000,MA,Laborer,Male,67062,Black,Divorced,Fully Meets,3
3434,38410.25,Chaim,Mata,29-Jun-23,,Area Sales Manager,Desiree Vang,chaim.mata@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unk,,Sales,Shop (Fleet),01-10-1950,CO,Manager,Male,33379,Hispanic,Widowed,Exceeds,2
3435,94301.1,Konner,Sheppard,15-Oct-22,25-Jan-23,Production Technician II,Paul Watson,konner.sheppard@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Involuntary,A parent bit rich. Reflect north sometimes card.,Production       ,General - Con,28-01-1955,MA,Splicer,Female,78768,White,Single,Fully Meets,1
3436,43754.29,Axel,Dunlap,18-Jul-20,20-Apr-21,Production Technician I,Bryan Beasley,axel.dunlap@bilearner.com,CCDR,Leave of Absence,Contract,Zone A,Temporary,Retirement,Stock true summer together social.,Production       ,Field Operations,12-10-1955,MA,Engineer,Male,25813,Black,Married,Fully Meets,4
3437,104872.28,Laci,Klein,18-Dec-18,,Production Technician II,Kyle Hicks,laci.klein@bilearner.com,BPC,Active,Contract,Zone C,Temporary,Unk,,Production       ,People Services,07-07-1980,MA,Manager,Male,41572,Hispanic,Widowed,Fully Meets,3
3438,52569.51,Kennedy,Beard,10-Aug-20,14-Jan-23,Production Technician I,Scott Dawson,kennedy.beard@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Voluntary,Read nice continue itself attack happen.,Production       ,Wireline Construction,09-05-1981,MA,Manager,Female,73890,Black,Widowed,Fully Meets,5
3439,83718.05,Cason,Neal,20-Sep-18,04-Feb-21,Production Technician II,Savannah Schneider,cason.neal@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone C,Temporary,Voluntary,Public ask American affect market order.,Production       ,Catv,28-11-1989,MA,Laborer,Female,70817,Hispanic,Divorced,PIP,4
3440,51299.29,Jefferson,White,17-Apr-19,02-Dec-21,Production Technician I,Connie Blackburn,jefferson.white@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Resignation,Better above culture throughout life me.,Production       ,General - Con,27-08-1964,MA,Laborer,Female,82019,Hispanic,Married,Exceeds,3
3441,38657.39,Travis,Vasquez,18-May-19,14-Jan-20,Software Engineer,Amanda Hale,travis.vasquez@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Rise activity learn step power simple sure.,Software Engineering,Engineers,03-11-1969,MA,Program Manager,Male,59717,Hispanic,Married,Fully Meets,3
3442,65019.44,Joey,Alvarez,08-May-23,,Production Technician II,Juan Spencer,joey.alvarez@bilearner.com,PYZ,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Project Management - Con,11-02-1993,MA,Manager,Female,40039,Asian,Widowed,Fully Meets,3
3443,118492.4,Simeon,Pittman,05-Oct-18,,Production Technician II,William Waters,simeon.pittman@bilearner.com,MSC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Wireline Construction,17-01-1967,MA,Lineman,Female,66867,Asian,Divorced,Needs Improvement,2
3444,90873.32,Zain,Tanner,23-Feb-21,,Production Technician I,Jeremiah Harper,zain.tanner@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,22-11-1988,MA,Tower Hand,Female,51689,Other,Divorced,Exceeds,5
3445,42714.31,Iliana,Randall,30-Jul-23,,Software Engineer,Melissa Scott,iliana.randall@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,Software Engineering,Aerial,09-01-1963,MA,Supervisor,Female,2187,Asian,Divorced,Fully Meets,3
3446,76266.79,Paris,Carr,31-Jul-21,27-Jan-23,Area Sales Manager,Jeffrey Huffman,paris.carr@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Voluntary,Baby million million soldier.,Sales,General - Con,14-07-1980,ND,Foreman,Male,35786,Hispanic,Widowed,Exceeds,1
3447,74997.48,Jazlene,Lozano,16-Oct-21,,Production Technician II,Brandon Lane,jazlene.lozano@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Engineers,07-11-1978,MA,Engineer,Female,22868,Asian,Divorced,Fully Meets,3
3448,71221.16,Lyla,Wong,10-Jan-22,04-Jan-23,IT Manager - Support,John Thomas,lyla.wong@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Resignation,Run vote behind factor father.,IT/IS,Underground,22-04-1975,CT,Laborer,Female,25760,Other,Single,Fully Meets,2
3449,74922.74,Dereon,Hayes,20-May-23,,Production Technician I,Noah Woods,dereon.hayes@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General - Con,25-12-1964,MA,Lineman,Female,64063,White,Single,Fully Meets,3
3450,84522.26,Darien,Young,09-Nov-22,10-Jan-23,Production Manager,Christopher Reid,darien.young@bilearner.com,NEL,Terminated for Cause,Full-Time,Zone C,Part-Time,Resignation,Sit energy consider voice director.,Production       ,Field Operations,23-09-1945,MA,Technician,Female,96954,Asian,Divorced,Fully Meets,5
3451,48923.4,Emmett,Mercado,07-Jun-21,13-Dec-22,Production Technician I,Pamela Cruz,emmett.mercado@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Eight age article law stop quickly.,Production       ,Wireless,26-06-1976,MA,Driver,Female,9967,Hispanic,Divorced,Fully Meets,3
3452,56466.16,Camryn,Guerra,01-Nov-21,,Production Technician II,Caroline Grant,camryn.guerra@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,01-09-1955,MA,Laborer,Female,69064,Other,Single,Fully Meets,3
3453,53849.34,Rayne,Kerr,10-Nov-20,,Area Sales Manager,Kimberly Cardenas,rayne.kerr@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Sales,General - Con,18-02-1981,CA,Laborer,Female,45509,Black,Single,Fully Meets,2
3454,38187.91,Ebonee,Peterson,04-Dec-18,07-Jul-23,Production Manager,Brittany Thompson,ebonee.peterson@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone A,Temporary,Retirement,Maybe establish real still.,Production       ,Catv,06-03-1985,MA,Foreman,Female,2030,White,Married,Fully Meets,4
